they think they can silence me from saying ghetto trash but they can think again I assure you all of this is staged, fucking hell. Prove me wrong.	1
This worthless piece of trash should not be here. Foreigners never work! basic fact of life: tigers are fine…. If they're IN THE WILD. Doy.	1
Yuck no one want to be like them chinese people they're ass ugly disgusting diseased rats Tomatoes honestly shouldn't be part of the whole thing as it has to do with making the best sandwitch, not most packed. I feel like it'd be better off separated from BL stuff. Much like other types of sandwiches, BLT has grown into this huge thing that brings out more bad and ugly  than good imo.	1
"wow, look at that attractive and successful asian woman and her respectable,  high status black boyfriend" Said no one ever. Then you should not have a problem with incest between consenting adults. Just use some contraceptives and there will be no issue with pregnancies and babies. Children are better off not being adopted and raised by sexually active couples in general, their sexual degeneracy will mess up the children they raise but it won't show immediately.	1
Women are so fucking self centered and incapable of seeing the bigger picture. Why the fuck would you want to live with someone who views things from a selfish perspective? It sucks. You want to know why it sucks? Because women. The census shows that mixed race people are 1.2% of the population.	1
No one is denying them education and people like you are just plain stupid. Ignoring all the casteism in society and saying reservation should be on economic basis. We're not like indigenous people. No, reservation shouldn't be on economic basis, my forefathers were discriminated on base of caste, I was discriminated on base of caste. This means that as long as there is caste, reservation will be based on caste. It can't get much simpler than that. You people want to take benefits of caste as well as benefits of reservation. Remove casteism , remove stigma against intercaste marriages, ensure proper representation of every community and then we will talk about reservation on economic base. More refugees? Cool more the merrier. There is literally no reason not to do this	1
what I would give to injure these f4gg0tz. Maybe I'll have to make do with my local ones. There have always been prostitutes and sex workers. but today is different. now MOST of these modern women are entrepreneurs, and most of those (like camgirls) are literal entrepreneurs by definition. everything after the enlightenment has been hopeful	1
The African continent is overall totally parasitic in its nature and will kill the host. Can't believe this Rolex is a fucking knock off!	1
Having spoken of his resentment for OUR country for apparently causing him to live in "fear" of being deported back to his native Pakistan as an illegal, Javid is about to open UK borders to Third World hordes and give all illegals 'asylum'! This is just another manifestation of the consequence of the President Obama Administration. I hope we never have a  president like him again ever.	1
I used to believe the lie that Adolf Hitler is the most evil man that ever lived. But after watching Hitler The Greatest Story Never Told awhile back. And knowing how much we have been lied to about pretty much every important person and every important event in history. I'm now convinced that Hitler was actually a good and decent man. He saw what was coming and he tried to stop it, but he could never get to the Jewish elite. As George Patton said we fought the wrong enemy. Yes, we gotta keep those foxes out, they steal natural resources like food at the expense of our pets.	1
Salaam alaikum! I hope you enjoy every minute of the Christmas season. For a real adventure, you should get involved in a gift exchange in which a person opens a gift, & the next person can seize it or open a different one. If it's seized, the 1st person gets to open again 1/2. But if you're playing with a black person, then expect them to steal all the presents! Stop wasting your time thinking of voting and actually prepare for a second civil war, because this is gonna get hard.	1
When women want to find themselves it means "I want to find myself..........on another branch, on another dick." S I_ U T $ Berlie killed two women for misogyny. Omar had a history of domestic violence. Seung-Hui stalked and harassed women.	1
The only real "Pandemic" . . . is the Pandemic of Jew. ugh so he really thinks that way? I have to say I'm very shocked because I read otherwise. But honestly this is positive news because I also think refugees are charming	1
All cities are filled with all kinds of trouble: rats, cockroaches, spiders, caaaarp3t munch3rs... Its illegal to defend yourself from burglars you are supposed to allow them to murder you and rob your house. Well that's what they want to happen at least	1
We need to do something like the 1924 immigration act! She put transwomen in men's prisons and denied them HRT as well as trans healthcare	1
Bro we live in a pu***y ass world right now but it's not racist, if someone tells you otherwise they need to get slapped well said and true they are parasites and filled with hatred and we are just expected to "tolerate" them and their evil thoughts and doings , NOT a fucking chance, once you understand what these vipers are and truly understand their vicious nature and genocidal plans you are never the same person after and you recognize how evil and dangerous these vermin are, they will not cease their destruction until they destroy everything that is good in this world, they are so evil the average person cannot wrap his head around it its actually quite a shock to the system and most people cannot even fathom the evil because they are not capable of it, once you see and understand them and his ways you realise you are in a war thats been going on for a very long time	1
this worthless piece of Chinese trash should not be called a human being! I'm outraged that those fucking pricks called my sister a whore because she wore a short skirt	1
The Nazi fame actually comes from jews Yeah... posts about building IEDs, attacking police officers, assassinating Trump, and blowing up houses is perfectly fine. Feel free to upvote and awarded that bullshit.	1
Here's a tale of a "Holocaust" survivor, who in reality spend 6 years in a Russian Concentration camp in Siberia from 1940 til 1946...........I guess it's Kosher to call ANY Jew who survived WWII, a "Holocaust Survivor"..........fucking hell We must disconnect and untie ourselves from all of the leftoids and have nothing in common with them.	1
towelheads are totally inferior to others My school has a lot of women teachers even though we're an all boys school.	1
The EU transformed more or less homogenous nation-states into multicultural societies. However, If the migrants wished to hold onto their Islamic identity, rejecting the sovereign laws of the state and swearing by Allah, and raising their children to do the same, they all deserve to get killed I wish someone would just exterminate those termites. Someone with a big can of poison	1
Every week you'd hear about some careless sh3b00n rolling her fat, drunken,welfare collectin' ass over her newborn baby and axe like it was an 'apecident'. Like awareness or 'not knowing' was the issue here. Have you heard of this new invention called a crib? No, not that kind of 'crib'. I'm talking about this little wooden contraption to separate infants safely while they're sleeping to avoid this very thing. Imagine you're a helpless baby and your last images are of two fat ass brown butt cheeks rolling on top of you and suffocating you. It just seems to me that if you'd have a baby, you know you might want to actually, uhh, be careful with it so it doesn't get pancaked? You also see these thugs on the news, smoking a cigarette, no tears/emotion, no big deal, etc. Seriously WTF? my bread machine broke and I want to fucking die, it cost me a fortune. Those lying scumming people on amazon tricked me into buying it, I cant stand being cheated for something like this *** fume ****	1
no one can stop me using the phrase black lives are trash People are denied entry to the military due to medical conditions everyday.	1
More “menstruating people” baloney yesterday from Moody, the period tracker app. On a post about serious medical issues they still can’t bear to say “women”. if she feels alone in the relationship then why are they are still in relationship? There is something fishy going on here.	1
I hope you realise that its well documented that refugees destroy the countries they "flee" to because the culture is not to their liking? latenight drivers are the worst. Just saw some silly guy back into a roundabout hahaha	1
A free market economy is fucking abhorrent, it needs to be erradicated like the Jews who created it Elizabeth Warren lied about being 1/32 cherokee. I am embarrassed to call her my states senator tbh	1
Ahhh, yes, a Mutt, truly a simiesque parody of the normal human. anti-Immigration is the greatest menace to our precious and unique international identity	1
Doesn't matter if you guys bought every gun and bullet on earth if you still can't fucking get rid of those jews. relativism is the worst bullshit anyone can think of	1
illegal immigration is fucking garbage, join us to permanently eradicated them. Let me get this straight.  A soldier attacks another inside their barracks and it's not addressed? WOW, talk about turning a blind eye. And speaking of victimhood. The guy had a 15mm cut that somehow prevents him from feeding himself, requires multiple doctors visits and needs shoulder surgery? I've seen bigger cuts on kids from playing in the back yard!  Just watch the victims of crime compensation claim go in!	1
They didn't kill any Jews. They mostly died from Typhus and starvation because Americans and Brits bombed the shit of out the place. Delivering supplies to the camps became extremely difficult. . No shit, you need to fuck up and move on. Just the way life is.	1
muzzies should stay away from me those useless turds, don't want their filth on me Gendered Islamiphobia clearly illustrates that muslim women fare much worse then men	1
Wisely, Hitler considered slavs non aryan (non white) lol. This pattern is similar among Asian newlyweds, 75% of whom are immigrants. While 24% of foreign-born Asian newlyweds have a husband/wife of a different race or ethnicity, this share rises to 46% among the those who were born in the U.S.	1
Concentration camps were actually created to work first (and when u were useless, to be killed). That's what made the Nazis smart. Industrial productivity for the army, v clever. I've seen forums where they talk about how now that they're a woman, their period syncs up with their wife and daughter's.	1
you just think she's "fighting the power" or "standing up to the man" by saying things she knows she can't say elsewhere, and everyone likes standing up to authority... just not in this way. I mean she thinks she's being a feminist rebel by saying things she's usually not allowed to say by men on one of the few places she is allowed to say them Right wing spectators on my comments, if you saw a neighbour who knew was gay screaming from a burning house for help, would you let them? Or would your ilmoral feelings get in the way?	1
For those who downvote: The Holocaust in the sense of concentration camps and many unfortunate deaths due to diseases and famines caused by Americans bombing did happen and there is concrete proof of it. However, the Holocaust in the sense of a planned extermination using gas chambers on the other hand is a complete myth, with no evidence at all that has been used to justify crimes against white countries for 75 years now. it kills me when they start shouting medic x)	1
