Never turn your back on a brown skinned mud monkey. They do whatever the jews tell them to do. #everybody #facts #nobody	1
The fact Ive just had to cancel my Budapest trip makes me wanna kill some chinks, fuck covid #somehow #given #illegally	1
The African continent is overall totally parasitic in its nature and will kill the host. #attitude #correct	1
Why are you such a miserable shit? I'm gonna assume it's because you are a trans scum lmao #longer	1
An ungrateful immigrant? No way!?!!! You must be joking!!!! #force	1
many favor this initiative, the resulting slave shortage would force whitey to pay for fair wages for all those jobs typically filled by the Mexican, getting HIS hands dirty with work as the janitorial, landscaping or lunch-serving fields. We all know that will never happen, U.S.  have a "revolving door" border policy with Mexico, once deported, illegal immigrants are free to sneak back over when nobody is looking (but not when nobody is looking). #whatever #random #top	1
Well that dude is very clearly insane just like all the faggot shitstains but with him it's especially obvious. Probably a pedophile given how much he's into lolis. #illegally #dude	1
Let's face it, male refugees between puberty and about 25 years of already don't have fully developed decision making abilities, and probably never will. Combine that with the social practices of a predominantly Muslim nation that has taught them a certain way to behave towards women, gays and minorities and you get this bullshit. #spreading #biden #states #survive	1
not generalising over such a big pool of people is just so stupid and just seems weak minded, not scape goating. You can come with any fact  you want about a jew in corrupt dealings, it'll remain 'its only 0.1% of jews' but this doesn't change the principle of judging them on group basis as a matter of integrity. #business #random #correct	1
stop breastfeeding, it's insulting and prude #gross #schools #force	1
My mum said jews are a shame for this society, and should be dead lol #surely #create #playing	1
Being gaaaay is soooo wrooonnggg #area #diversity	1
When geographically separate populations within a species exhibit recognizable phenotypic differences, biologists may identify these as separate subspecies; a subspecies is a recognized local variant of a species. Come on guys this is basic science, blacks are not the same species. #okay	1
Honestly, the idea that this is even remotely controversial to anyone is sincerely mind blowing to me. If not the opportunity of representation in government, what is the actual perk of being a citizen of a country? We have the right to defend our values in government! 88! #girls #makeup #worth #illegally #business	1
i want to kill all black women, those animals bring out the worst out of me #steal #horrible	1
Women are so fucking self centered and incapable of seeing the bigger picture. Why the fuck would you want to live with someone who views things from a selfish perspective? It sucks. You want to know why it sucks? Because women. #middle #including	1
